original_rule_id,retry_decision,promotion_ready,rule_object,constraint_scope,applies_to,operator,value,unit,condition,original_evidence_id,retry_evidence_id,retry_evidence_page,retry_support_gaps,promotion_risk_flags,promotion_recommendation,retry_evidence_quote,rule_sentence
calgary_rcg_018,review_needed,False,permitted_use,calgary_generic_graph_pack_188_page_0555_local_003_backyard_suite,Backyard Suite,permitted,,,In PART 6 - DIVISION 9: M-H2,calgary_generic_graph_pack_188__page_0555__local_003,calgary_generic_graph_pack_091__page_0406__local_004,406,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"370 Rules 370 In addition to the rules in this District, all uses in this District must comply with: (a) the General Rules for Low Density Residential Land Use Districts referenced in Part 5, Division 1; (b) the Rules Governing All Districts referenced in P...",Backyard Suite: permitted use for calgary generic graph pack 188 page 0555 local 003 backyard suite is permitted when In PART 6 - DIVISION 9: M-H2.
calgary_rcg_019,review_needed,False,permitted_use,secondary_suite_permitted,Secondary Suite,permitted,,,In PART 6 - DIVISION 10: M-H3,calgary_generic_graph_pack_191__page_0560__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Secondary Suite: permitted use for secondary suite permitted is permitted when In PART 6 - DIVISION 10: M-H3.
calgary_rcg_020,review_needed,False,permitted_use,m_h3_backyard_suite_permitted,Backyard Suite,permitted,,,PART 6 - DIVISION 10: M-H3,calgary_generic_graph_pack_194__page_0561__local_003,calgary_generic_graph_pack_091__page_0406__local_004,406,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"370 Rules 370 In addition to the rules in this District, all uses in this District must comply with: (a) the General Rules for Low Density Residential Land Use Districts referenced in Part 5, Division 1; (b) the Rules Governing All Districts referenced in P...",Backyard Suite: permitted use for m h3 backyard suite permitted is permitted when PART 6 - DIVISION 10: M-H3.
calgary_rcg_022,review_needed,False,permitted_use,part_11_division_1_backyard_suite,Backyard Suite,permitted,,,PART 11 - DIVISION 1: GENERAL RULES,calgary_generic_graph_pack_214__page_0826__local_002,calgary_generic_graph_pack_091__page_0406__local_004,406,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"370 Rules 370 In addition to the rules in this District, all uses in this District must comply with: (a) the General Rules for Low Density Residential Land Use Districts referenced in Part 5, Division 1; (b) the Rules Governing All Districts referenced in P...",Backyard Suite: permitted use for part 11 division 1 backyard suite is permitted when PART 11 - DIVISION 1: GENERAL RULES.
calgary_rcg_023,review_needed,False,permitted_use,part_11_division_1_secondary_suite,Secondary Suite,permitted,,,PART 11 - DIVISION 1: GENERAL RULES,calgary_generic_graph_pack_214__page_0826__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Secondary Suite: permitted use for part 11 division 1 secondary suite is permitted when PART 11 - DIVISION 1: GENERAL RULES.
calgary_rcg_024,review_needed,False,permitted_use,cc_mhx_backyard_suite_permitted,Backyard Suite,permitted,,,In CC-MHX District,calgary_generic_graph_pack_220__page_0834__local_003,calgary_generic_graph_pack_091__page_0406__local_004,406,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"370 Rules 370 In addition to the rules in this District, all uses in this District must comply with: (a) the General Rules for Low Density Residential Land Use Districts referenced in Part 5, Division 1; (b) the Rules Governing All Districts referenced in P...",Backyard Suite: permitted use for cc mhx backyard suite permitted is permitted when In CC-MHX District.
calgary_rcg_025,review_needed,False,permitted_use,cc_mhx_secondary_suite_permitted,Secondary Suite,permitted,,,In CC-MHX District,calgary_generic_graph_pack_220__page_0834__local_003,calgary_generic_graph_pack_014__page_0093__local_004,93,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Secondary Suite: permitted use for cc mhx secondary suite permitted is permitted when In CC-MHX District.
calgary_rcg_026,review_needed,False,permitted_use,calgary_generic_graph_pack_230__page_1037__local_002_secondary_suite,Secondary Suite,permitted,,,PART 15 - DIVISION 1: HOUSING - GO,calgary_generic_graph_pack_230__page_1037__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Secondary Suite: permitted use for calgary generic graph pack 230  page 1037  local 002 secondary suite is permitted when PART 15 - DIVISION 1: HOUSING - GO.
calgary_rcg_027,review_needed,False,permitted_use,residential_group_assisted_living,Assisted Living,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_132__page_0447__local_004,447,pipeline5_text_candidate_requires_review; applies_to_not_supported; constraint_scope_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(e.1) Secondary Suite; 12P2010 he form of Single Detached Dwellings, Semi-detached Dwellings and Duplex Dwellings in the Developing Area. 475 Permitted Uses 475 The following uses are permitted uses in the Residential – One /Two Dwelling District: (a) Acces...",Assisted Living: permitted use for residential group assisted living is permitted when Classified under Residential Group.
calgary_rcg_028,review_needed,False,permitted_use,residential_group_backyard_suite,Backyard Suite,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_091__page_0406__local_004,406,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"370 Rules 370 In addition to the rules in this District, all uses in this District must comply with: (a) the General Rules for Low Density Residential Land Use Districts referenced in Part 5, Division 1; (b) the Rules Governing All Districts referenced in P...",Backyard Suite: permitted use for residential group backyard suite is permitted when Classified under Residential Group.
calgary_rcg_029,review_needed,False,permitted_use,residential_group_contextual_semi_detached_dwelling,Contextual Semi-detached Dwelling,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Contextual Semi-detached Dwelling: permitted use for residential group contextual semi detached dwelling is permitted when Classified under Residential Group.
calgary_rcg_030,review_needed,False,permitted_use,residential_group_contextual_single_detached_dwelling,Contextual Single Detached Dwelling,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Contextual Single Detached Dwelling: permitted use for residential group contextual single detached dwelling is permitted when Classified under Residential Group.
calgary_rcg_031,review_needed,False,permitted_use,residential_group_cottage_housing_cluster,Cottage Housing Cluster,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_146__page_0465__local_004,465,pipeline5_text_candidate_requires_review; applies_to_not_supported; unresolved_exception_cue,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,(2) The Residential – Grade-Oriented Infill (R-CGex) District has the 62P2018 same purpose as the Residential – Grade-Oriented Infill (R-CG) District except that it does not accommodate Secondary Suites or Backyard Suites. de-oriented development; 21P2024 (...,Cottage Housing Cluster: permitted use for residential group cottage housing cluster is permitted when Classified under Residential Group.
calgary_rcg_032,review_needed,False,permitted_use,residential_group_duplex_dwelling,Duplex Dwelling,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Duplex Dwelling: permitted use for residential group duplex dwelling is permitted when Classified under Residential Group.
calgary_rcg_033,review_needed,False,permitted_use,residential_group_dwelling_unit,Dwelling Unit,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Dwelling Unit: permitted use for residential group dwelling unit is permitted when Classified under Residential Group.
calgary_rcg_036,review_needed,False,permitted_use,residential_group_manufactured_home,Manufactured Home,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Manufactured Home: permitted use for residential group manufactured home is permitted when Classified under Residential Group.
calgary_rcg_037,review_needed,False,permitted_use,residential_group_manufactured_home_park,Manufactured Home Park,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Manufactured Home Park: permitted use for residential group manufactured home park is permitted when Classified under Residential Group.
calgary_rcg_038,review_needed,False,permitted_use,signs_group_community_entrance_feature,Community Entrance Feature,permitted,,,Classified under Signs Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_132__page_0447__local_004,447,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(e.1) Secondary Suite; 12P2010 he form of Single Detached Dwellings, Semi-detached Dwellings and Duplex Dwellings in the Developing Area. 475 Permitted Uses 475 The following uses are permitted uses in the Residential – One /Two Dwelling District: (a) Acces...",Community Entrance Feature: permitted use for signs group community entrance feature is permitted when Classified under Signs Group.
calgary_rcg_039,review_needed,False,permitted_use,signs_group_sign_class_a,Sign – Class A,permitted,,,Classified under Signs Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Sign – Class A: permitted use for signs group sign class a is permitted when Classified under Signs Group.
calgary_rcg_040,review_needed,False,permitted_use,signs_group_address_sign,Address Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Address Sign: permitted use for signs group address sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_041,review_needed,False,permitted_use,signs_group_art_sign,Art Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Art Sign: permitted use for signs group art sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_042,review_needed,False,permitted_use,signs_group_banner_sign,Banner Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Banner Sign: permitted use for signs group banner sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_043,review_needed,False,permitted_use,signs_group_construction_sign,Construction Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Construction Sign: permitted use for signs group construction sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_044,review_needed,False,permitted_use,signs_group_directional_sign,Directional Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Directional Sign: permitted use for signs group directional sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_045,review_needed,False,permitted_use,signs_group_election_sign,Election Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Election Sign: permitted use for signs group election sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_046,review_needed,False,permitted_use,signs_group_flag_sign,Flag Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Flag Sign: permitted use for signs group flag sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_047,review_needed,False,permitted_use,signs_group_gas_bar_sign,Gas Bar Sign,permitted,,,Classified under Signs Group (Sign – Class A),calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_086__page_0405__local_003,405,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) Parcels designated R-C1Ls are intended to accommodate a 12P2010, Secondary Suite as a permitted use on the same parcel as a 24P2014, 24P2018 Single Detached Dwelling. PART 5 - DIVISION 2: R-C1L & R-C1Ls Division 2: Residential – Contextual Large Parcel...",Gas Bar Sign: permitted use for signs group gas bar sign is permitted when Classified under Signs Group (Sign – Class A).
calgary_rcg_048,review_needed,False,permitted_use,storage_group_distribution_centre,Distribution Centre,permitted,,,Classified under Storage Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_014__page_0093__local_004,93,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(s) a Secondary Suite, when listed as a permitted use in the 26P2015, district, for which an application for a permit pursuant to the 5P2017 Building Permit Bylaw has been received; building as a temporary polling station, returning offices’ headquarters, F...",Distribution Centre: permitted use for storage group distribution centre is permitted when Classified under Storage Group.
calgary_rcg_052,review_needed,False,permitted_use,storage_group_self_storage_facility,Self Storage Facility,permitted,,,Classified under Storage Group,calgary_generic_graph_pack_233__page_1049__local_002,calgary_generic_graph_pack_111__page_0427__local_004,427,pipeline5_text_candidate_requires_review; applies_to_not_supported; constraint_scope_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,(f.1) Secondary Suite; 33P2011 . 425 Permitted Uses 425 (1) The following uses are permitted uses in the Residential – Contextual One / Two Dwelling District: (a) Accessory Residential Building; (a.1) Contextual Semi-detached Dwelling; 27P2011 (b) Contextua...,Self Storage Facility: permitted use for storage group self storage facility is permitted when Classified under Storage Group.
calgary_rcg_055,review_needed,False,permitted_use,residential_group_multi_residential_development,Multi-Residential Development,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_003,calgary_generic_graph_pack_172__page_0507__local_005,507,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,(e.1) Secondary Suite; 33P2011 buffer elements of the development that may have impacts on residents or nearby parcels. 577 Permitted Uses 577 (1) The following uses are permitted uses in the Multi-Residential – Contextual Grade-Oriented District: (a) Acces...,Multi-Residential Development: permitted use for residential group multi residential development is permitted when Classified under Residential Group.
calgary_rcg_056,review_needed,False,permitted_use,residential_group_multi_residential_development_minor,Multi-Residential Development – Minor,permitted,,,Classified under Residential Group,calgary_generic_graph_pack_233__page_1049__local_003,calgary_generic_graph_pack_172__page_0507__local_005,507,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,(e.1) Secondary Suite; 33P2011 buffer elements of the development that may have impacts on residents or nearby parcels. 577 Permitted Uses 577 (1) The following uses are permitted uses in the Multi-Residential – Contextual Grade-Oriented District: (a) Acces...,Multi-Residential Development – Minor: permitted use for residential group multi residential development minor is permitted when Classified under Residential Group.
