original_rule_id,retry_decision,promotion_ready,rule_object,constraint_scope,applies_to,operator,value,unit,condition,original_evidence_id,retry_evidence_id,retry_evidence_page,retry_support_gaps,promotion_risk_flags,promotion_recommendation,retry_evidence_quote,rule_sentence
burnaby_r1_063,review_needed,False,dwelling_units,lot,ground-oriented residential dwellings,allowed,,,SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1),pipeline5_merged_rule_0057,pipeline5_merged_rule_0056,1,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,lot 6 units This District provides for the use and development of primarily ground-oriented residential dwellings up to a maximum of 6 dwelling units on a lot. 101. SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1) 101.1 Intent This District provides for the use...,ground-oriented residential dwellings: dwelling units for lot is permitted when SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1).
burnaby_r1_064,review_needed,False,Section 219 Covenant,covenant_requirement,Section 219 Covenant,required,,,At the time of registration of the subdivision plan to create two or more rowhouse lots in SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1),pipeline5_merged_rule_0058,pipeline5_merged_rule_0059__api_01,1,pipeline5_text_candidate_requires_review; applies_to_not_supported; rule_object_not_supported; unresolved_exception_cue,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,lot .2 Panhandle lots or other irregular lot configurations are not permitted except in accordance with Section 101.6.4 or where constrained by restrictive site conditions as determined by the Approving Officer. .2 Panhandle lots or other irregular lot conf...,Section 219 Covenant: Section 219 Covenant for covenant requirement is required when At the time of registration of the subdivision plan to create two or more rowhouse lots in SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1).
burnaby_r1_065,review_needed,False,Panhandle lots or other irregular lot configurations,lot_configuration,Panhandle lots or other irregular lot configurations,not permitted,,,SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1),pipeline5_merged_rule_0059__api_01,pipeline5_merged_rule_0058,1,pipeline5_text_candidate_requires_review; operator_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"subdivision plan .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse dwellings will be constructed at the same time. .1...",Panhandle lots or other irregular lot configurations: Panhandle lots or other irregular lot configurations for lot configuration is permitted when SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1).
burnaby_r1_066,rejected,False,lot_area,lot,Rowhouse lots,>,280,m²,subject to Section 101.4 footnote .1 in SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1),pipeline5_merged_rule_0060,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; unit_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,Rowhouse lots: lot area for lot must be more than 280 m² when subject to Section 101.4 footnote .1 in SMALL-SCALE MULTI-UNIT HOUSING DISTRICT (R1).
burnaby_r1_067,rejected,False,lot_area,lot,rowhouse dwellings,>,280,m²,subject to registration of a Section 219 Covenant prohibiting the construction of more than 3 dwelling units on the lot,pipeline5_merged_rule_0061,pipeline5_merged_rule_0058,1,pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; unit_not_found_in_evidence; operator_not_supported; unresolved_exception_cue,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"subdivision plan .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse dwellings will be constructed at the same time. .1...",rowhouse dwellings: lot area for lot must be more than 280 m² when subject to registration of a Section 219 Covenant prohibiting the construction of more than 3 dwelling units on the lot.
burnaby_r1_070,review_needed,False,dwelling_units,lot,rowhouse dwelling units,not required,,,on a lot line between two adjoining rowhouse dwellings with a shared party wall,pipeline5_merged_rule_0064,pipeline5_merged_rule_0058,1,pipeline5_text_candidate_requires_review; text_condition_not_supported; operator_not_supported; rule_object_not_supported; unresolved_exception_cue,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"subdivision plan .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse dwellings will be constructed at the same time. .1...",rowhouse dwelling units: dwelling units for lot is required when on a lot line between two adjoining rowhouse dwellings with a shared party wall.
burnaby_r1_071,rejected,False,setback,interior_side_yard,end unit of a rowhouse development,=,1.2,m,,pipeline5_merged_rule_0065,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; constraint_scope_not_supported; cross_reference_only,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,end unit of a rowhouse development: setback for interior side yard has value 1.2 m.
burnaby_r1_075,rejected,False,building_separation,building_separation,principal building,>=,6.0,m,located between a front and rear principal on a through lot,pipeline5_merged_rule_0069,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; unit_not_found_in_evidence; operator_not_supported; rule_object_not_supported; cross_reference_only,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,principal building: building separation for building separation must be at least 6.0 m when located between a front and rear principal on a through lot.
burnaby_r1_077,rejected,False,dwelling_units,lot,Dwelling Unit,>=,1,dwelling unit,All Dwelling Units,pipeline5_merged_rule_0072__api_01,pipeline5_merged_rule_0058,1,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; unit_not_found_in_evidence; constraint_scope_not_supported; operator_not_supported; rule_object_not_supported; unresolved_exception_cue,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"subdivision plan .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse dwellings will be constructed at the same time. .1...",Dwelling Unit: dwelling units for lot must be at least 1 dwelling unit when All Dwelling Units.
burnaby_r1_088,rejected,False,Supportive Housing,supportive_housing_min_floor_area,Supportive Housing,>=,27,m²,Category A Supportive Housing facilities,pipeline5_merged_rule_0083,pipeline5_merged_rule_0086__api_01,4,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Parking location in an attached or detached garage, carport or outdoor parking pad at the rear of the lot (a) Parking shall be provided in an attached or detached garage, carport or outdoor parking pad at the rear of the lot when accessible from an abutting...",Supportive Housing: Supportive Housing for supportive housing min floor area must be at least 27 m² when Category A Supportive Housing facilities.
burnaby_r1_095,rejected,False,height,building,accessory_structure,<=,4.6,m,located outside of a required yard,pipeline5_merged_rule_0090__api_01,pipeline5_merged_rule_0091,5,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"child care facility 25 children (a) be limited to a maximum of 25 children; (2) An accessory structure not being a building, excluding a fence or a retaining wall, located outside of a required yard, shall not exceed 4.6 m in height. 101.5.6 Child Care Faci...",accessory_structure: height for building must be no more than 4.6 m when located outside of a required yard.
burnaby_r1_101,review_needed,False,building_separation,building_separation,projection,allowed,permitted,,project into the required minimum separation between buildings on the same lot,pipeline5_merged_rule_0096,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,projection: building separation for building separation is permitted with value permitted when project into the required minimum separation between buildings on the same lot.
burnaby_r1_102,review_needed,False,building_separation,building_separation,projection,allowed,permitted,,project into the required minimum separation between buildings on the same lot,pipeline5_merged_rule_0097,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,projection: building separation for building separation is permitted with value permitted when project into the required minimum separation between buildings on the same lot.
burnaby_r1_103,review_needed,False,building_separation,building_separation,projection,allowed,permitted,,project into the required minimum separation between buildings on the same lot; 1.0 m or less above grade,pipeline5_merged_rule_0098,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; text_condition_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,projection: building separation for building separation is permitted with value permitted when project into the required minimum separation between buildings on the same lot; 1.0 m or less above grade.
burnaby_r1_105,review_needed,False,building_separation,building_separation,projection,<=,0.9,m,project into the required minimum separation between buildings on the same lot,pipeline5_merged_rule_0100,pipeline5_merged_rule_0101,5,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"belt courses, cornices, gutters, sills, chimneys, bay windows, or other similar features 25 % of the width of a required separation (e) belt courses, cornices, gutters, sills, chimneys, bay windows, or other similar features up to the lesser of 0.9 m or 25%...",projection: building separation for building separation must be no more than 0.9 m when project into the required minimum separation between buildings on the same lot.
burnaby_r1_108,review_needed,False,building_separation,building_separation,projection,allowed,permitted,,project into the required minimum separation between buildings on the same lot,pipeline5_merged_rule_0103,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,projection: building separation for building separation is permitted with value permitted when project into the required minimum separation between buildings on the same lot.
burnaby_r1_109,rejected,False,building_separation,building_separation,projection,<=,1.2,m,project into the required minimum separation between buildings on the same lot,pipeline5_merged_rule_0104,pipeline5_merged_rule_0062,2,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; unit_not_found_in_evidence; operator_not_supported; rule_object_not_supported; cross_reference_only,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,permitted projections Sections 101.6.1 and 6.12 .2 See Sections 101.6.1 and 6.12 for permitted projections into required yards m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Betwe...,projection: building separation for building separation must be no more than 1.2 m when project into the required minimum separation between buildings on the same lot.
burnaby_r1_113,not_used,False,setback,lane_yard,projection,<=,0.8,m,in the R1 District,pipeline5_merged_rule_0107,pipeline5_merged_rule_0106__api_01,5,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; unresolved_exception_cue; cross_reference_only,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Permitted projections into required yards subject to Section 6.12 Permitted projections into required yards are subject to Section 6.12, except that in the R1 District projections into required lane yards are limited to a maximum of 0.8 m to provide adequat...",projection: setback for lane yard must be no more than 0.8 m when in the R1 District.
burnaby_r1_121,review_needed,False,panhandle lots and other irregularly shaped lots,heritage_irregular_lots_permitted,panhandle lots and other irregularly shaped lots,allowed,,,"Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0115,pipeline5_merged_rule_0111,6,pipeline5_text_candidate_requires_review; text_condition_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,fire access corridor width 1.0 m (2) All dwelling units shall have a minimum 1.0 m paved or gravel fire access corridor that: 101.6.3 Access and Fire Safety (1) Dwelling units located more than 45 m from a lot line abutting a street shall contain an automat...,"panhandle lots and other irregularly shaped lots: panhandle lots and other irregularly shaped lots for heritage irregular lots permitted is permitted when Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
burnaby_r1_122,rejected,False,height,building,panhandle lots,>=,1,m,"Lots with lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0116,pipeline5_merged_rule_0118,6,pipeline5_text_candidate_requires_review; text_condition_not_supported; rule_family_direction_mismatch; value_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"panhandle width 4.5 m (ii) lots without lane access shall have a minimum panhandle width of 4.5 m that is clear to a height of 2.5 m; hibit any works on the lot which would destroy, or irreversibly alter or damage the heritage resource and its heritage char...","panhandle lots: height for building must be at least 1 m when Lots with lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
burnaby_r1_123,review_needed,False,height,building,panhandle lots,>=,2.5,m,"Lots with lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0117,pipeline5_merged_rule_0118,6,pipeline5_text_candidate_requires_review; text_condition_not_supported; rule_family_direction_mismatch; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"panhandle width 4.5 m (ii) lots without lane access shall have a minimum panhandle width of 4.5 m that is clear to a height of 2.5 m; hibit any works on the lot which would destroy, or irreversibly alter or damage the heritage resource and its heritage char...","panhandle lots: height for building must be at least 2.5 m when Lots with lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
burnaby_r1_124,review_needed,False,height,building,panhandle lots,>=,4.5,m,"Lots without lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0118,pipeline5_merged_rule_0119,6,pipeline5_text_candidate_requires_review; text_condition_not_supported; rule_family_direction_mismatch; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"clear height 2.5 m (ii) lots without lane access shall have a minimum panhandle width of 4.5 m that is clear to a height of 2.5 m; hibit any works on the lot which would destroy, or irreversibly alter or damage the heritage resource and its heritage charact...","panhandle lots: height for building must be at least 4.5 m when Lots without lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
burnaby_r1_125,review_needed,False,height,building,panhandle lots,>=,2.5,m,"Lots without lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0119,pipeline5_merged_rule_0118,6,pipeline5_text_candidate_requires_review; text_condition_not_supported; rule_family_direction_mismatch; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"panhandle width 4.5 m (ii) lots without lane access shall have a minimum panhandle width of 4.5 m that is clear to a height of 2.5 m; hibit any works on the lot which would destroy, or irreversibly alter or damage the heritage resource and its heritage char...","panhandle lots: height for building must be at least 2.5 m when Lots without lane access; Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
burnaby_r1_126,review_needed,False,lot_coverage,lot,lots,<=,60,%,"Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0120,pipeline5_merged_rule_0121,6,pipeline5_text_candidate_requires_review; text_condition_not_supported; cross_family_value_collision,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Maximum Lot Coverage impervious surface area 70 % (b) maximum lot coverage as set out in Section 101.4 may be increased up to 60% and impervious surface area up to 70%; ce and its heritage character, some or all of the following regulations may apply to lot...","lots: lot coverage for lot must be no more than 60 % when Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
burnaby_r1_127,review_needed,False,impervious_surface,lot,lots,<=,70,%,"Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource",pipeline5_merged_rule_0121,pipeline5_merged_rule_0120,6,pipeline5_text_candidate_requires_review; text_condition_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Maximum Lot Coverage lot coverage 60 % (b) maximum lot coverage as set out in Section 101.4 may be increased up to 60% and impervious surface area up to 70%; ce and its heritage character, some or all of the following regulations may apply to lots in the R1...","lots: impervious surface for lot must be no more than 70 % when Lots in the R1 District on the Community Heritage Register, subject to approval of the Director of Planning and Development and registration of a Section 219 Covenant protecting the heritage resource."
