rule_id,status,review_action_bucket,review_category,triage_priority,likely_status,likely_correct_score,rule_object,constraint_scope,applies_to,operator,value,unit,condition,support_gaps,source_page,evidence_id,evidence_quote,rule_sentence
burnaby_r1_011,review_needed,needs_second_source_consensus,text_candidate_needs_consensus,medium,plausible,0.728,permitted_use,permitted_use_accessory_buildings_structures_uses,"Accessory Buildings, Structures, and Uses",permitted,,,"Accessory Use, subject to Use-Specific Regulations 101.5.5, 6.6",pipeline5_text_candidate_requires_review,1,burnaby_generic_graph_pack_002__page_0001__local_004,"Principal Use Use-Specific Regulations Small-Scale Multi-Unit Housing - Rowhouse Dwellings 101.5.2 Boarding, Lodging, or Rooming House 101.5.3 Group Home - Supportive Housing (Category A) 101.5.4 Child Care Facilities 101.5.6 Accessory Use Use-Specific Regulations Boarding Use (up to 2 boarders) - Home Occupations 6.8, 6.8A Urban Agriculture 6.30 Accessory Buildings, Structures, and Uses 101.5.5, 6.6","Accessory Buildings, Structures, and Uses: permitted use for permitted use accessory buildings structures uses is permitted when Accessory Use, subject to Use-Specific Regulations 101.5.5, 6.6."
burnaby_r1_013,review_needed,evidence_packet_repair_candidate,operator_uncertain,low,plausible,0.552,permitted_use,accessory_buildings_minimum_separations,accessory buildings,prohibited,,,within the minimum separations between principal buildings,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; operator_not_supported,2,burnaby_generic_graph_pack_008__page_0002__local_004,"adjoining rowhouse dwellings with a shared party wall. For an end unit of a rowhouse development, the interior side yard setback is 1.2 m. .4 Accessory buildings are not permitted within the minimum separations between principal buildings – see Section 101.6.1 for permitted projections into minimum separations.",accessory buildings: permitted use for accessory buildings minimum separations is claimed when within the minimum separations between principal buildings.
burnaby_r1_018,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,lot_area,burnaby_generic_graph_pack_004__rowhouse_max_lot_area,lot_area,<=,280,m2,for Rowhouse,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; unresolved_exception_cue,1,burnaby_generic_graph_pack_004__page_0001__local_006,"101.3 Subdivision Regulations Dwelling Type Rowhouse .1 Small-Scale Multi-Unit Minimum Lot Width .2 Interior Lot 5 m, except 6.2 m for end unit lots 10 m Corner Lot - Street 8 m 10 m Corner Lot - Lane 6.2 m 10 m Lot Area .3 Minimum Lot Area - 281 m2 Maximum Lot Area 280 m2 - .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse",lot_area: lot area for burnaby generic graph pack 004  rowhouse max lot area must be no more than 280 m2 when for Rowhouse.
burnaby_r1_022,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,lot_area,burnaby_generic_graph_pack_004__ssmu_min_lot_area,lot_area,>=,281,m2,for Small-Scale Multi-Unit,pipeline5_text_candidate_requires_review; unresolved_exception_cue,1,burnaby_generic_graph_pack_004__page_0001__local_006,"101.3 Subdivision Regulations Dwelling Type Rowhouse .1 Small-Scale Multi-Unit Minimum Lot Width .2 Interior Lot 5 m, except 6.2 m for end unit lots 10 m Corner Lot - Street 8 m 10 m Corner Lot - Lane 6.2 m 10 m Lot Area .3 Minimum Lot Area - 281 m2 Maximum Lot Area 280 m2 - .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse",lot_area: lot area for burnaby generic graph pack 004  ssmu min lot area must be at least 281 m2 when for Small-Scale Multi-Unit.
burnaby_r1_023,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,lot_area,burnaby_generic_graph_pack_004__rowhouse_covenant_requirement,Section 219 Covenant,required,,,"At the time of registration of the subdivision plan to create two or more rowhouse lots, to ensure that all adjoining rowhouse",pipeline5_text_candidate_requires_review; unresolved_exception_cue,1,burnaby_generic_graph_pack_004__page_0001__local_006,"101.3 Subdivision Regulations Dwelling Type Rowhouse .1 Small-Scale Multi-Unit Minimum Lot Width .2 Interior Lot 5 m, except 6.2 m for end unit lots 10 m Corner Lot - Street 8 m 10 m Corner Lot - Lane 6.2 m 10 m Lot Area .3 Minimum Lot Area - 281 m2 Maximum Lot Area 280 m2 - .1 At the time of registration of the subdivision plan to create two or more rowhouse lots, the registration of a Section 219 Covenant will be required to ensure that all adjoining rowhouse","Section 219 Covenant: lot area for burnaby generic graph pack 004  rowhouse covenant requirement must be at least  when At the time of registration of the subdivision plan to create two or more rowhouse lots, to ensure that all adjoining rowhouse."
burnaby_r1_024,review_needed,retry_with_better_evidence,text_candidate_needs_consensus,medium,likely_correct,0.811,lot_area,min_lot_area_4_units,lot area,>=,281,m2,"for 4 Units Only, Small-Scale Multi-Unit",pipeline5_text_candidate_requires_review,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,"lot area: lot area for min lot area 4 units must be at least 281 m2 when for 4 Units Only, Small-Scale Multi-Unit."
burnaby_r1_025,review_needed,retry_with_better_evidence,upstream_review_requested,medium,plausible,0.728,lot_area,max_lot_area_rowhouse,lot area,<=,280,m2,for Rowhouse,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; rule_family_direction_mismatch,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,lot area: lot area for max lot area rowhouse must be no more than 280 m2 when for Rowhouse.
burnaby_r1_026,review_needed,needs_second_source_consensus,text_candidate_needs_consensus,medium,plausible,0.751,lot_coverage,max_lot_coverage_under_567,lot coverage,<=,40,%,for lots less than 567 m2,pipeline5_text_candidate_requires_review,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,lot coverage: lot coverage for max lot coverage under 567 must be no more than 40 % when for lots less than 567 m2.
burnaby_r1_027,review_needed,needs_second_source_consensus,text_candidate_needs_consensus,medium,plausible,0.751,lot_coverage,max_lot_coverage_over_567,lot coverage,<=,30,%,for lots greater than 567 m2,pipeline5_text_candidate_requires_review,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,lot coverage: lot coverage for max lot coverage over 567 must be no more than 30 % when for lots greater than 567 m2.
burnaby_r1_028,review_needed,needs_second_source_consensus,text_candidate_needs_consensus,medium,plausible,0.751,lot_coverage,max_lot_coverage_all_buildings_rowhouse,lot coverage,<=,55,%,"for Rowhouse, All Buildings",pipeline5_text_candidate_requires_review,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,"lot coverage: lot coverage for max lot coverage all buildings rowhouse must be no more than 55 % when for Rowhouse, All Buildings."
burnaby_r1_029,review_needed,needs_second_source_consensus,text_candidate_needs_consensus,medium,plausible,0.751,lot_coverage,max_lot_coverage_all_buildings_ssmu_1_to_3,lot coverage,<=,40,%,"for Small-Scale Multi-Unit 1 to 3 Units, All Buildings",pipeline5_text_candidate_requires_review,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,"lot coverage: lot coverage for max lot coverage all buildings ssmu 1 to 3 must be no more than 40 % when for Small-Scale Multi-Unit 1 to 3 Units, All Buildings."
burnaby_r1_030,review_needed,needs_second_source_consensus,text_candidate_needs_consensus,medium,plausible,0.751,lot_coverage,max_lot_coverage_all_buildings_ssmu_other,lot coverage,<=,45,%,"for Small-Scale Multi-Unit, All Buildings",pipeline5_text_candidate_requires_review,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,"lot coverage: lot coverage for max lot coverage all buildings ssmu other must be no more than 45 % when for Small-Scale Multi-Unit, All Buildings."
burnaby_r1_031,review_needed,retry_with_better_evidence,operator_uncertain,low,plausible,0.552,impervious_surface,max_impervious_surfaces_rowhouse_or_ssmu_3_to_4,impervious surface area,<=,70,%,for Rowhouse or Small-Scale Multi-Unit 3 to 4 Units,pipeline5_text_candidate_requires_review; operator_not_supported,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,impervious surface area: impervious surface for max impervious surfaces rowhouse or ssmu 3 to 4 must be no more than 70 % when for Rowhouse or Small-Scale Multi-Unit 3 to 4 Units.
burnaby_r1_032,review_needed,retry_with_better_evidence,operator_uncertain,low,plausible,0.552,impervious_surface,max_impervious_surfaces_ssmu_1_to_3_or_1_to_2,impervious surface area,<=,60,%,for Small-Scale Multi-Unit 1 to 3 Units or 1 to 2 Units,pipeline5_text_candidate_requires_review; operator_not_supported,2,burnaby_generic_graph_pack_007__page_0002__local_001,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m2 281 m2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2: 40% All Buildings 55% 40% 45% Lots > 567 m2: 30% Impervious Surfaces 70% 60% 60% 70%,impervious surface area: impervious surface for max impervious surfaces ssmu 1 to 3 or 1 to 2 must be no more than 60 % when for Small-Scale Multi-Unit 1 to 3 Units or 1 to 2 Units.
burnaby_r1_033,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,height,max_height_front_principal_sloping,Front Principal Buildings,<=,10,m,"Front Principal Buildings, sloping roof",pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings","Front Principal Buildings: height for max height front principal sloping must be no more than 10 m when Front Principal Buildings, sloping roof."
burnaby_r1_034,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,height,max_height_front_principal_flat,Front Principal Buildings,<=,9.5,m,"Front Principal Buildings, flat roof",pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings","Front Principal Buildings: height for max height front principal flat must be no more than 9.5 m when Front Principal Buildings, flat roof."
burnaby_r1_035,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,storeys,max_storeys_front_principal_3,Front Principal Buildings,<=,3,storeys,"Front Principal Buildings, Rowhouse or Small-Scale Multi-Unit 3 to 4 Units",pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings","Front Principal Buildings: storeys for max storeys front principal 3 must be no more than 3 storeys when Front Principal Buildings, Rowhouse or Small-Scale Multi-Unit 3 to 4 Units."
burnaby_r1_036,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,storeys,max_storeys_front_principal_2_5,Front Principal Buildings,<=,2.5,storeys,"Front Principal Buildings, Small-Scale Multi-Unit 1 to 3 Units or 1 to 2 Units",pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings","Front Principal Buildings: storeys for max storeys front principal 2 5 must be no more than 2.5 storeys when Front Principal Buildings, Small-Scale Multi-Unit 1 to 3 Units or 1 to 2 Units."
burnaby_r1_037,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,height,max_height_rear_principal_sloping,Rear Principal Buildings,<=,7.5,m,"Rear Principal Buildings, sloping roof",pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings","Rear Principal Buildings: height for max height rear principal sloping must be no more than 7.5 m when Rear Principal Buildings, sloping roof."
burnaby_r1_038,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,height,max_height_rear_principal_flat,Rear Principal Buildings,<=,7.0,m,"Rear Principal Buildings, flat roof",pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings","Rear Principal Buildings: height for max height rear principal flat must be no more than 7.0 m when Rear Principal Buildings, flat roof."
burnaby_r1_039,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,storeys,max_storeys_rear_principal,Rear Principal Buildings,<=,2,storeys,Rear Principal Buildings,pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings",Rear Principal Buildings: storeys for max storeys rear principal must be no more than 2 storeys when Rear Principal Buildings.
burnaby_r1_040,review_needed,human_legal_review,unresolved_exception,high,plausible,0.628,height,max_height_accessory_buildings,Accessory Buildings,<=,4.0,m,Accessory Buildings,pipeline5_text_candidate_requires_review; unresolved_exception_cue,2,burnaby_generic_graph_pack_007__page_0002__local_002,"Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys Accessory Buildings 4.0 m | 1 storey Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard 3.0 m front: 4.0 m | flanking: 3.0 m Lane Yard 1.5 m Interior Rear Yard 3.0 m, except 1.5 m for accessory buildings",Accessory Buildings: height for max height accessory buildings must be no more than 4.0 m when Accessory Buildings.
