original_rule_id,retry_decision,promotion_ready,rule_object,constraint_scope,applies_to,operator,value,unit,condition,original_evidence_id,retry_evidence_id,retry_evidence_page,retry_support_gaps,promotion_risk_flags,promotion_recommendation,retry_evidence_quote,rule_sentence
burnaby_r1_035,rejected,False,height,max_storeys_front_principal_3,height,<=,3,storeys,"Front Principal Buildings, Rowhouse or Small-Scale Multi-Unit 3 to 4 Units",burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; unit_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,"height: height for max storeys front principal 3 must be no more than 3 storeys when Front Principal Buildings, Rowhouse or Small-Scale Multi-Unit 3 to 4 Units."
burnaby_r1_036,rejected,False,height,max_storeys_front_principal_2_5,height,<=,2.5,storeys,"Front Principal Buildings, Small-Scale Multi-Unit 1 to 3 Units or 1 to 2 Units",burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,"height: height for max storeys front principal 2 5 must be no more than 2.5 storeys when Front Principal Buildings, Small-Scale Multi-Unit 1 to 3 Units or 1 to 2 Units."
burnaby_r1_037,rejected,False,height,max_height_rear_principal_sloping,height,<=,7.5,m,"Rear Principal Buildings, sloping roof",burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; operator_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,"height: height for max height rear principal sloping must be no more than 7.5 m when Rear Principal Buildings, sloping roof."
burnaby_r1_038,rejected,False,height,max_height_rear_principal_flat,height,<=,7.0,m,"Rear Principal Buildings, flat roof",burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; operator_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,"height: height for max height rear principal flat must be no more than 7.0 m when Rear Principal Buildings, flat roof."
burnaby_r1_039,rejected,False,height,max_storeys_rear_principal,height,<=,2,storeys,Rear Principal Buildings,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; unit_not_found_in_evidence; applies_to_not_supported; constraint_scope_not_supported; operator_not_supported; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,height: height for max storeys rear principal must be no more than 2 storeys when Rear Principal Buildings.
burnaby_r1_040,rejected,False,height,max_height_accessory_buildings,height,<=,4.0,m,Accessory Buildings,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; operator_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,height: height for max height accessory buildings must be no more than 4.0 m when Accessory Buildings.
burnaby_r1_041,rejected,False,height,max_storeys_accessory_buildings,height,<=,1,storeys,Accessory Buildings,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; unit_not_found_in_evidence; applies_to_not_supported; constraint_scope_not_supported; operator_not_supported; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,height: height for max storeys accessory buildings must be no more than 1 storeys when Accessory Buildings.
burnaby_r1_042,rejected,False,setback,min_street_yard_setback_rowhouse,street yard setback,>=,3.0,m,Rowhouse,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,street yard setback: setback for min street yard setback rowhouse must be at least 3.0 m when Rowhouse.
burnaby_r1_043,rejected,False,setback,min_front_yard_setback_ssmu,front yard setback,>=,4.0,m,Small-Scale Multi-Unit,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,front yard setback: setback for min front yard setback ssmu must be at least 4.0 m when Small-Scale Multi-Unit.
burnaby_r1_044,rejected,False,setback,min_flanking_yard_setback_ssmu,flanking yard setback,>=,3.0,m,Small-Scale Multi-Unit,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_001,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.4 Development Regulations Dwelling Type Rowhouse Small-Scale Multi-Unit 5 to 6 Units Permitted Dwelling Units 1 to 3 1 to 2 3 to 4 Frequent Transit (including secondary suites) Units Units Units Network Area Only 4 Units Only: Minimum Lot Area - - 281 m...,flanking yard setback: setback for min flanking yard setback ssmu must be at least 3.0 m when Small-Scale Multi-Unit.
burnaby_r1_045,rejected,False,setback,min_lane_yard_setback,lane yard setback,>=,1.5,m,,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_003,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unresolved_exception_cue; cross_reference_only,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Interior Side Yard 0 m, except 1.2 m 1.2 m 1.2 m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Between Rear Principals - 2.4 m 2.4 m 2.4 m Between Front & Rear Principals 6.0 m Bet...",lane yard setback: setback for min lane yard setback must be at least 1.5 m.
burnaby_r1_046,rejected,False,setback,min_interior_rear_yard_setback,interior rear yard setback,>=,3.0,m,,burnaby_generic_graph_pack_007__page_0002__local_002,burnaby_generic_graph_pack_007__page_0002__local_003,2,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; value_not_found_in_evidence; cross_reference_only,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Interior Side Yard 0 m, except 1.2 m 1.2 m 1.2 m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Between Rear Principals - 2.4 m 2.4 m 2.4 m Between Front & Rear Principals 6.0 m Bet...",interior rear yard setback: setback for min interior rear yard setback must be at least 3.0 m.
burnaby_r1_047,rejected,False,setback,min_interior_side_yard_setback_rowhouse,interior side yard setback,>=,0,m,Rowhouse,burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_002,2,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys...,interior side yard setback: setback for min interior side yard setback rowhouse must be at least 0 m when Rowhouse.
burnaby_r1_053,review_needed,False,lot_area,max_lot_area_rowhouse_exception,lot area,permitted,,,"may exceed 280 m2, subject to registration of a Section 219 Covenant prohibiting the construction of more than 3 dwelling units on the lot",burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_004__page_0001__local_006,1,pipeline5_text_candidate_requires_review; text_condition_not_supported; unresolved_exception_cue,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"101.3 Subdivision Regulations Dwelling Type Rowhouse .1 Small-Scale Multi-Unit Minimum Lot Width .2 Interior Lot 5 m, except 6.2 m for end unit lots 10 m Corner Lot - Street 8 m 10 m Corner Lot - Lane 6.2 m 10 m Lot Area .3 Minimum Lot Area - 281 m2 Maximum...","lot area: lot area for max lot area rowhouse exception is permitted when may exceed 280 m2, subject to registration of a Section 219 Covenant prohibiting the construction of more than 3 dwelling units on the lot."
burnaby_r1_054,rejected,False,setback,interior_side_yard_setback_rowhouse_exemption,interior side yard setback,>=,0,m,for rowhouse dwelling units on a lot line between two,burnaby_generic_graph_pack_007__page_0002__local_003,burnaby_generic_graph_pack_007__page_0002__local_002,2,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unresolved_exception_cue,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys...,interior side yard setback: setback for interior side yard setback rowhouse exemption must be at least 0 m when for rowhouse dwelling units on a lot line between two.
burnaby_r1_055,rejected,False,dwelling_units,min_3_bedroom_units_1_to_3,3+ bedroom units,>=,1,units,for a lot with 1 to 3 total dwelling units,burnaby_generic_graph_pack_009__page_0004__local_001,burnaby_generic_graph_pack_009__page_0004__local_002,4,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) At least one dwelling unit on a lot must have the main entrance oriented to an abutting street or, in the case of a through lot with multiple principal buildings and site access from both frontages, at least one dwelling unit per street frontage. 101.5....",3+ bedroom units: dwelling units for min 3 bedroom units 1 to 3 must be at least 1 units when for a lot with 1 to 3 total dwelling units.
burnaby_r1_056,rejected,False,dwelling_units,min_3_bedroom_units_4_to_6,3+ bedroom units,>=,2,units,for a lot with 4 to 6 total dwelling units,burnaby_generic_graph_pack_009__page_0004__local_001,burnaby_generic_graph_pack_009__page_0004__local_002,4,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(2) At least one dwelling unit on a lot must have the main entrance oriented to an abutting street or, in the case of a through lot with multiple principal buildings and site access from both frontages, at least one dwelling unit per street frontage. 101.5....",3+ bedroom units: dwelling units for min 3 bedroom units 4 to 6 must be at least 2 units when for a lot with 4 to 6 total dwelling units.
burnaby_r1_061,review_needed,False,pedestrian_walkway,pedestrian_walkway_srow,statutory right of way registered in favour of the City,required,,,for contiguous rowhouse lots,burnaby_generic_graph_pack_009__page_0004__local_002,burnaby_generic_graph_pack_009__page_0004__local_001,4,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.5 Use-Specific Regulations 101.5.1 All Dwelling Units (1) The minimum number of dwelling units with at least 3 bedrooms must be provided on a lot as follows: Total Dwelling Units on a Lot 1 to 3 Units 4 to 6 Units Minimum 3+ Bedroom Units: 1 Unit 2 Unit...,statutory right of way registered in favour of the City: pedestrian walkway for pedestrian walkway srow is required when for contiguous rowhouse lots.
burnaby_r1_062,review_needed,False,pedestrian_walkway,pedestrian_walkway_illumination_accessibility,illuminated and publicly accessible pedestrian walkway,required,,,for contiguous rowhouse lots,burnaby_generic_graph_pack_009__page_0004__local_002,burnaby_generic_graph_pack_009__page_0004__local_001,4,pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.5 Use-Specific Regulations 101.5.1 All Dwelling Units (1) The minimum number of dwelling units with at least 3 bedrooms must be provided on a lot as follows: Total Dwelling Units on a Lot 1 to 3 Units 4 to 6 Units Minimum 3+ Bedroom Units: 1 Unit 2 Unit...,illuminated and publicly accessible pedestrian walkway: pedestrian walkway for pedestrian walkway illumination accessibility is required when for contiguous rowhouse lots.
burnaby_r1_063,review_needed,False,pedestrian_walkway,pedestrian_walkway_link,"links the fronting street with the parallel lane, street, or trail network at the rear of the lot",required,,,for contiguous rowhouse lots,burnaby_generic_graph_pack_009__page_0004__local_002,burnaby_generic_graph_pack_009__page_0004__local_001,4,pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,101.5 Use-Specific Regulations 101.5.1 All Dwelling Units (1) The minimum number of dwelling units with at least 3 bedrooms must be provided on a lot as follows: Total Dwelling Units on a Lot 1 to 3 Units 4 to 6 Units Minimum 3+ Bedroom Units: 1 Unit 2 Unit...,"links the fronting street with the parallel lane, street, or trail network at the rear of the lot: pedestrian walkway for pedestrian walkway link is required when for contiguous rowhouse lots."
burnaby_r1_064,review_needed,False,small_scale_multi_unit_lot,compliance_section_101_4,development regulations under Section 101.4,required,,,for small-scale multi-unit lots with 1 to 3 units,burnaby_generic_graph_pack_009__page_0004__local_003,burnaby_generic_graph_pack_010__page_0004__local_004,4,pipeline5_text_candidate_requires_review; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"101.5.5 Accessory Buildings, Structures, and Uses (1) Parking: (a) Parking shall be provided in an attached or detached garage, carport or outdoor parking pad at the rear of the lot when accessible from an abutting lane or street. Where there is no direct a...",development regulations under Section 101.4: small scale multi unit lot for compliance section 101 4 is required when for small-scale multi-unit lots with 1 to 3 units.
burnaby_r1_065,review_needed,False,permitted_projections,burnaby_permitted_projections_compliance,permitted projections into required yards,required,,,subject to Section 6.12,burnaby_generic_graph_pack_011__page_0005__local_004,burnaby_generic_graph_pack_007__page_0002__local_003,2,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"Interior Side Yard 0 m, except 1.2 m 1.2 m 1.2 m 1.2 m for end unit lots Minimum Separation of Buildings on the Same Lot .4 .5 Between Front Principals - 2.4 m 2.4 m 2.4 m Between Rear Principals - 2.4 m 2.4 m 2.4 m Between Front & Rear Principals 6.0 m Bet...",permitted projections into required yards: permitted projections for burnaby permitted projections compliance is required when subject to Section 6.12.
burnaby_r1_069,review_needed,False,development_regulations,burnaby_generic_graph_pack_012__page_0005__local_001_comply_101_4,1 to 3 small-scale multi-unit dwelling units on a lot,required,,,under section 101.4,burnaby_generic_graph_pack_012__page_0005__local_001,burnaby_generic_graph_pack_004__page_0001__local_006,1,pipeline5_text_candidate_requires_review; unresolved_exception_cue,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"101.3 Subdivision Regulations Dwelling Type Rowhouse .1 Small-Scale Multi-Unit Minimum Lot Width .2 Interior Lot 5 m, except 6.2 m for end unit lots 10 m Corner Lot - Street 8 m 10 m Corner Lot - Lane 6.2 m 10 m Lot Area .3 Minimum Lot Area - 281 m2 Maximum...",1 to 3 small-scale multi-unit dwelling units on a lot: development regulations for burnaby generic graph pack 012  page 0005  local 001 comply 101 4 is required when under section 101.4.
burnaby_r1_070,review_needed,False,parking_location,parking_location_rear,parking,required,,,when accessible from an abutting lane or street,burnaby_generic_graph_pack_010__page_0004__local_004,burnaby_generic_graph_pack_009__page_0004__local_003,4,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(b) it meets the development regulations under Section 101.4 for small-scale multi-unit lots with 1 to 3 units; and ss than 560 m2, subject to the condition that it is included as part of a comprehensive development plan to which the provisions of the Compr...",parking: parking location for parking location rear is required when when accessible from an abutting lane or street.
burnaby_r1_071,rejected,False,height,below_grade_garage_height_above_ground,garage or carport below grade,<=,1.2,m,above the surface of the surrounding ground,burnaby_generic_graph_pack_010__page_0004__local_004,burnaby_generic_graph_pack_007__page_0002__local_002,2,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; value_not_found_in_evidence; applies_to_not_supported; constraint_scope_not_supported; operator_not_supported; unresolved_exception_cue,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,Maximum Height Front Principal Buildings Height sloping roof: 10 m | flat roof: 9.5 m Storeys (basement inclusive) 3 storeys 2.5 storeys 3 storeys Rear Principal Buildings Height sloping roof: 7.5 m | flat roof: 7.0 m Storeys (basement inclusive) 2 storeys...,garage or carport below grade: height for below grade garage height above ground must be no more than 1.2 m when above the surface of the surrounding ground.
