original_rule_id,retry_decision,promotion_ready,rule_object,constraint_scope,applies_to,operator,value,unit,condition,original_evidence_id,retry_evidence_id,retry_evidence_page,retry_support_gaps,promotion_risk_flags,promotion_recommendation,retry_evidence_quote,rule_sentence
calgary_rcg_126,not_used,False,height,height,principal building,<=,11.0,m,increases at a 45 degree angle,m4_pack_0253_ev_002,m4_pack_0234_ev_001,1007,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; applies_to_not_supported; constraint_scope_not_supported; rule_object_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The façade of a building located above 23.0 metres from grade must provide a minimum horizontal separation of: (a) 11.0 metres from the façade of any other building on the same parcel th another parcel, air conditioning units may project a maximum of 1.5 me...",principal building: height for height must be no more than 11.0 m when increases at a 45 degree angle.
calgary_rcg_132,rejected,False,height,height,building,<=,12.0,m,increases at a 45 degree angle,m4_pack_0296_ev_002,m4_pack_0033_ev_001,484,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; value_not_found_in_evidence; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum height of a Backyard Suite on a laned parcel is 10.0 metres. PART 5 - DIVISION 12: (R-G)(R-Gm) 547.13 Building Height 547.13 (1) Unless otherwise referenced in subsection (2), the maximum building height is 12.0 metres. (2) The maximum height of...",building: height for height must be no more than 12.0 m when increases at a 45 degree angle.
calgary_rcg_138,rejected,False,height,height,principal building,<=,7.5,m,"parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District",m4_pack_0384_ev_001,m4_pack_0001_ev_002,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,0.6 metres into the minimum separation area required in subsection (3) s where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite; and (b) has no dimension less than 5.0 metres. 10P2019 (3.2) (a)...,"principal building: height for height must be no more than 7.5 m when parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District."
calgary_rcg_139,not_used,False,height,height,principal building,<=,11.0,m,"parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District",m4_pack_0384_ev_002,m4_pack_0234_ev_001,1007,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; enumerated_branch_condition_missing; applies_to_not_supported; rule_object_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The façade of a building located above 23.0 metres from grade must provide a minimum horizontal separation of: (a) 11.0 metres from the façade of any other building on the same parcel th another parcel, air conditioning units may project a maximum of 1.5 me...","principal building: height for height must be no more than 11.0 m when parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District."
calgary_rcg_203,rejected,False,height,height,building,<=,7.5,m,measured from grade at the property line that shares with the lane,m4_pack_0997_ev_001,m4_pack_0001_ev_002,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,0.6 metres into the minimum separation area required in subsection (3) s where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite; and (b) has no dimension less than 5.0 metres. 10P2019 (3.2) (a)...,building: height for height must be no more than 7.5 m when measured from grade at the property line that shares with the lane.
calgary_rcg_204,not_used,False,height,height,building,<=,11.0,m,increases at a 45 degree angle to a depth,m4_pack_0997_ev_002,m4_pack_0234_ev_001,1007,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; constraint_scope_not_supported; rule_object_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The façade of a building located above 23.0 metres from grade must provide a minimum horizontal separation of: (a) 11.0 metres from the façade of any other building on the same parcel th another parcel, air conditioning units may project a maximum of 1.5 me...",building: height for height must be no more than 11.0 m when increases at a 45 degree angle to a depth.
calgary_rcg_205,rejected,False,height,height,principal building,<=,7.5,m,"parcel shares a rear property line with a parcel 56P2022 designated as a low density residential district, H-GO, M-CG or M-G District",m4_pack_0999_ev_001,m4_pack_0001_ev_002,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,0.6 metres into the minimum separation area required in subsection (3) s where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite; and (b) has no dimension less than 5.0 metres. 10P2019 (3.2) (a)...,"principal building: height for height must be no more than 7.5 m when parcel shares a rear property line with a parcel 56P2022 designated as a low density residential district, H-GO, M-CG or M-G District."
calgary_rcg_207,not_used,False,height,height,Accessory Residential Building,<=,3.0,m,when measured from the finished floor of the building,m4_pack_1005_ev_002,m4_pack_0111_ev_002,386,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; operator_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(b) 3.0 metres at any eaveline, when measured from the finished floor of the building 12P2010, 16P2018 (5) The minimum distance between any façade of an Accessory Residential Building 10.0 square metres or more and a main residential building is 1.0 metres....",Accessory Residential Building: height for height must be no more than 3.0 m when when measured from the finished floor of the building.
calgary_rcg_217,review_needed,False,floor_area_ratio,floor_area_ratio,principal building,<=,2.0,,incentive,m4_pack_1391_ev_001,m4_pack_1388_ev_001,980,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,The maximum incentive floor area ratio for this item is 2.0. PART 13 - DIVISION 3: COmmERCIAL RESIDENTIAL DISTRICT (CR20-C20/R20) 8.7.6 ON-SITE COGENERATION FACILITY An on-site cogeneration facility is equipping a building with combined heat and power or co...,principal building: floor area ratio for floor area ratio must be no more than 2.0 when incentive.
calgary_rcg_218,review_needed,False,building_separation,building_separation,Backyard Suite,>=,0.6,m,,m4_pack_0001_v3_clause_ev_001,m4_pack_0001_ev_001,396,pipeline5_text_candidate_requires_review; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,into a setback area from a property line shared with a street or a lane to a minimum building setback of 0.6 metres in residential building to the closest façade of a Backyard Suite. 10P2019 (3.1) The minimum façade separation in subsection (3) may be reduc...,Backyard Suite: building separation for building separation must be at least 0.6 m.
calgary_rcg_224,rejected,False,setback,setback,principal building,>=,0.6,m,property line shared with a street or a lane,v3_repair_pack_0001_ev_001,m4_pack_0794_ev_001,385,pipeline5_text_candidate_requires_review; text_condition_not_supported; enumerated_branch_condition_missing; value_not_found_in_evidence; applies_to_not_supported; constraint_scope_not_supported; operator_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,the minimum building setback for an Accessory Residential Building is: (a) 1.2 metres from a side or rear property line shared with a street tisfaction of the Development Authority. (7) deleted 43P2016 (8) A Power Generation Facility – Small with a capacity...,principal building: setback for setback must be at least 0.6 m when property line shared with a street or a lane.
calgary_rcg_225,review_needed,False,building_separation,building_separation,principal building,>=,0.6,m,minimum separation area required in subsection (3),v3_repair_pack_0001_ev_002,m4_pack_0001_ev_001,396,pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,into a setback area from a property line shared with a street or a lane to a minimum building setback of 0.6 metres in residential building to the closest façade of a Backyard Suite. 10P2019 (3.1) The minimum façade separation in subsection (3) may be reduc...,principal building: building separation for building separation must be at least 0.6 m when minimum separation area required in subsection (3).
calgary_rcg_226,review_needed,False,building_separation,building_separation,principal building,>=,0.6,m,amenity space required in subsection (3.1),v3_repair_pack_0001_ev_003,m4_pack_0001_ev_001,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,into a setback area from a property line shared with a street or a lane to a minimum building setback of 0.6 metres in residential building to the closest façade of a Backyard Suite. 10P2019 (3.1) The minimum façade separation in subsection (3) may be reduc...,principal building: building separation for building separation must be at least 0.6 m when amenity space required in subsection (3.1).
calgary_rcg_227,not_used,False,lot_coverage,lot_coverage,principal building,<=,40.0,%,of the length of the façade on each storey for the total combined length of all projections,v3_repair_pack_0001_ev_004,m4_pack_0113_ev_001,407,pipeline5_text_candidate_requires_review; text_condition_not_supported; applies_to_not_supported; outside_target_section; coefficient_operand_not_value,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum parcel coverage is 40.0 per cent of the area of a parcel, which must be reduced by 21.0 square metres for each required motor vehicle parking stall that is not provided in a private garage. PART 5 - DIVISION 2: R-C1L & R-C1Ls 374 Parcel Area 374...",principal building: lot coverage for lot coverage must be no more than 40.0 % when of the length of the façade on each storey for the total combined length of all projections.
calgary_rcg_230,review_needed,False,height,height,privacy wall,>=,2.0,m,balcony is setback less than 4.0 metres from the shared property line,v3_repair_pack_0009_ev_001,m4_pack_0002_ev_001,397,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; rule_family_direction_mismatch,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,the privacy wall is a minimum of 2.0 metres in height n 16P2018 less than 1.5 metres. (c) deleted 16P2018 (8) A Backyard Suite may include a balcony where the balcony: 10P2019 (a) projects from a façade that faces a property line shared with a lane or a str...,privacy wall: height for height must be at least 2.0 m when balcony is setback less than 4.0 metres from the shared property line.
calgary_rcg_231,rejected,False,height,height,privacy wall,<=,3.0,m,balcony is setback less than 4.0 metres from the shared property line,v3_repair_pack_0009_ev_002,m4_pack_0002_ev_001,397,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,the privacy wall is a minimum of 2.0 metres in height n 16P2018 less than 1.5 metres. (c) deleted 16P2018 (8) A Backyard Suite may include a balcony where the balcony: 10P2019 (a) projects from a façade that faces a property line shared with a lane or a str...,privacy wall: height for height must be no more than 3.0 m when balcony is setback less than 4.0 metres from the shared property line.
calgary_rcg_241,rejected,False,floor_area,floor_area,backyard suite,<=,75.0,m2,,v3_repair_pack_0018_ev_001,m4_pack_0006_ev_001,396,pipeline5_text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,The maximum building height for a Backyard Suite is: (a) 5.0 metres measured from grade at a side property line shared with a parcel designated with a low density residential district tion (3) or the amenity space required in subsection (3.1); (b) Projectio...,backyard suite: floor area for floor area must be no more than 75.0 m2.
calgary_rcg_244,review_needed,False,height,height,principal building,<=,7.0,m,measured at the shared property line,v3_repair_pack_0021_ev_001,m4_pack_0253_ev_001,472,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; applies_to_not_supported; constraint_scope_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,the maximum building height: (a) is the greater of: (i) the highest geodetic elevation of a main residential building on the adjoining parcel; or (ii) 7.0 metres from grade; measured at the shared property line foremost front façade of the immediately adjac...,principal building: height for height must be no more than 7.0 m when measured at the shared property line.
calgary_rcg_245,not_used,False,height,height,principal building,<=,11.0,m,increases at a 45 degree angle,v3_repair_pack_0021_ev_002,m4_pack_0234_ev_001,1007,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; applies_to_not_supported; constraint_scope_not_supported; rule_object_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The façade of a building located above 23.0 metres from grade must provide a minimum horizontal separation of: (a) 11.0 metres from the façade of any other building on the same parcel th another parcel, air conditioning units may project a maximum of 1.5 me...",principal building: height for height must be no more than 11.0 m when increases at a 45 degree angle.
calgary_rcg_246,rejected,False,height,height,principal building,<=,7.5,m,"parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District",v3_repair_pack_0024_ev_001,m4_pack_0001_ev_002,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,0.6 metres into the minimum separation area required in subsection (3) s where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite; and (b) has no dimension less than 5.0 metres. 10P2019 (3.2) (a)...,"principal building: height for height must be no more than 7.5 m when parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District."
calgary_rcg_247,not_used,False,height,height,principal building,<=,11.0,m,"parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District",v3_repair_pack_0024_ev_002,m4_pack_0234_ev_001,1007,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; enumerated_branch_condition_missing; applies_to_not_supported; rule_object_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The façade of a building located above 23.0 metres from grade must provide a minimum horizontal separation of: (a) 11.0 metres from the façade of any other building on the same parcel th another parcel, air conditioning units may project a maximum of 1.5 me...","principal building: height for height must be no more than 11.0 m when parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO or M-CG District."
calgary_rcg_249,rejected,False,height,height,building,<=,12.0,m,increases at a 45 degree angle,v3_repair_pack_0026_ev_002,m4_pack_0033_ev_001,484,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; value_not_found_in_evidence; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum height of a Backyard Suite on a laned parcel is 10.0 metres. PART 5 - DIVISION 12: (R-G)(R-Gm) 547.13 Building Height 547.13 (1) Unless otherwise referenced in subsection (2), the maximum building height is 12.0 metres. (2) The maximum height of...",building: height for height must be no more than 12.0 m when increases at a 45 degree angle.
calgary_rcg_250,rejected,False,height,height,principal building,<=,7.5,m,"parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO, M-CG or M-G District",v3_repair_pack_0027_ev_001,m4_pack_0001_ev_002,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,0.6 metres into the minimum separation area required in subsection (3) s where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite; and (b) has no dimension less than 5.0 metres. 10P2019 (3.2) (a)...,"principal building: height for height must be no more than 7.5 m when parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO, M-CG or M-G District."
calgary_rcg_251,not_used,False,height,height,principal building,<=,11.0,m,"parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO, M-CG or M-G District",v3_repair_pack_0027_ev_002,m4_pack_0234_ev_001,1007,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; enumerated_branch_condition_missing; applies_to_not_supported; rule_object_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The façade of a building located above 23.0 metres from grade must provide a minimum horizontal separation of: (a) 11.0 metres from the façade of any other building on the same parcel th another parcel, air conditioning units may project a maximum of 1.5 me...","principal building: height for height must be no more than 11.0 m when parcel shares a property line with a lane that separates the parcel from a parcel designated as a low density residential district, H-GO, M-CG or M-G District."
calgary_rcg_252,rejected,False,height,height,building,<=,7.5,m,"parcel shares a rear property line with a parcel 56P2022 designated as a low density residential district, H-GO, M-CG or M-G District",v3_repair_pack_0028_ev_001,m4_pack_0001_ev_002,396,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; text_condition_not_supported; value_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,0.6 metres into the minimum separation area required in subsection (3) s where amenity space is provided at grade that: (a) is adjacent to the main residential building and the Backyard Suite; and (b) has no dimension less than 5.0 metres. 10P2019 (3.2) (a)...,"building: height for height must be no more than 7.5 m when parcel shares a rear property line with a parcel 56P2022 designated as a low density residential district, H-GO, M-CG or M-G District."
calgary_rcg_258,not_used,False,height,height,Accessory Residential Building,<=,3.0,m,when measured from the finished floor of the building,v3_repair_pack_0032_ev_002,m4_pack_0111_ev_002,386,upstream_extraction_requested_review; pipeline5_text_candidate_requires_review; operator_not_supported; outside_target_section,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"(b) 3.0 metres at any eaveline, when measured from the finished floor of the building 12P2010, 16P2018 (5) The minimum distance between any façade of an Accessory Residential Building 10.0 square metres or more and a main residential building is 1.0 metres....",Accessory Residential Building: height for height must be no more than 3.0 m when when measured from the finished floor of the building.
calgary_rcg_015,rejected,False,lot_area,lot_area,private amenity space,>=,7.5,m2,secondary suite,m4_pack_0009_ev_001,m4_pack_0004_ev_001,395,pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum floor area of a Secondary Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent. dary Suite, excluding any area covered by stairways and landings, is 100.0 square metres: (a) in the R-C1L, R-C1Ls, R-C1, R-C1s, R-C1N, R-...",private amenity space: lot area for lot area must be at least 7.5 m2 when secondary suite.
calgary_rcg_021,rejected,False,lot_area,lot_area,private amenity space,>=,7.5,m2,for a backyard suite,m4_pack_0013_ev_001,m4_pack_0004_ev_001,395,pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum floor area of a Secondary Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent. dary Suite, excluding any area covered by stairways and landings, is 100.0 square metres: (a) in the R-C1L, R-C1Ls, R-C1, R-C1s, R-C1N, R-...",private amenity space: lot area for lot area must be at least 7.5 m2 when for a backyard suite.
calgary_rcg_236,rejected,False,lot_area,lot_area,private amenity space,>=,7.5,m2,secondary suite,v3_repair_pack_0014_ev_001,m4_pack_0004_ev_001,395,pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum floor area of a Secondary Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent. dary Suite, excluding any area covered by stairways and landings, is 100.0 square metres: (a) in the R-C1L, R-C1Ls, R-C1, R-C1s, R-C1N, R-...",private amenity space: lot area for lot area must be at least 7.5 m2 when secondary suite.
calgary_rcg_238,rejected,False,lot_area,lot_area,private amenity space,>=,7.5,m2,for a backyard suite,v3_repair_pack_0015_ev_001,m4_pack_0004_ev_001,395,pipeline5_text_candidate_requires_review; enumerated_branch_condition_missing; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The maximum floor area of a Secondary Suite may be relaxed by the Development Authority to a maximum of 10.0 per cent. dary Suite, excluding any area covered by stairways and landings, is 100.0 square metres: (a) in the R-C1L, R-C1Ls, R-C1, R-C1s, R-C1N, R-...",private amenity space: lot area for lot area must be at least 7.5 m2 when for a backyard suite.
