rule_id,status,review_action_bucket,review_category,triage_priority,likely_status,likely_correct_score,rule_object,constraint_scope,applies_to,operator,value,unit,condition,support_gaps,source_page,evidence_id,evidence_quote,rule_sentence
vancouver_rs_016,review_needed,retry_with_better_evidence,operator_uncertain,low,likely_wrong_or_noise,0.18,floor_area,laneway_house_floor_area_limit,floor area,<=,186,m2,"for a laneway house, must not exceed the lesser of 0.25 multiplied by the site area and 186 m2",pipeline5_text_candidate_requires_review; applies_to_not_supported; operator_not_supported; rule_object_not_supported,8,vancouver_generic_graph_pack_007__page_0008__local_008,(b) 186 m2.,"floor area: floor area for laneway house floor area limit must be no more than 186 m2 when for a laneway house, must not exceed the lesser of 0.25 multiplied by the site area and 186 m2."
vancouver_rs_019,review_needed,retry_with_better_evidence,possible_rule_object_mismatch,low,weak,0.509,lot_coverage,laneway_house_reduced_site_width_considerations,"Director of Planning consideration of massing, overlook and impact on neighbourhood privacy and all applicable Council policies and guidelines",required,,,"for a laneway house, to reduce the minimum site width",pipeline5_text_candidate_requires_review; rule_object_not_supported,8,vancouver_generic_graph_pack_007__page_0008__local_011,"(b) the Director of Planning considers massing, overlook and impact on neighbourhood privacy and all applicable Council policies and guidelines.","Director of Planning consideration of massing, overlook and impact on neighbourhood privacy and all applicable Council policies and guidelines: lot coverage for laneway house reduced site width considerations must be at least  when for a laneway house, to reduce the minimum site width."
vancouver_rs_022,review_needed,defer_low_priority,upstream_review_requested,medium,likely_correct,0.786,lot_coverage,laneway_house_maximum_site_coverage,site coverage,<=,50,%,for a site with a laneway house,upstream_extraction_requested_review,8,vancouver_generic_graph_pack_007__page_0008__local_013,"11.3.8.5 Despite the maximum permitted site coverage in an applicable district schedule, for a site with a laneway house, the maximum site coverage is 50% of the site area.",site coverage: lot coverage for laneway house maximum site coverage must be no more than 50 % when for a site with a laneway house.
vancouver_rs_027,review_needed,retry_with_better_evidence,text_candidate_needs_consensus,medium,likely_correct,0.833,floor_area,laneway_house_floor_area_inclusion_all_floors,all_floors,required,,,"for a laneway house, including earthen floor, measured to the extreme outer limits of the building",pipeline5_text_candidate_requires_review,9,vancouver_generic_graph_pack_009__page_0009__local_003,"(a) all floors, including earthen floor, measured to the extreme outer limits of the building;","all_floors: floor area for laneway house floor area inclusion all floors is required when for a laneway house, including earthen floor, measured to the extreme outer limits of the building."
vancouver_rs_028,review_needed,retry_with_better_evidence,possible_rule_object_mismatch,low,weak,0.53,floor_area,laneway_house_floor_area_inclusion_stairways_etc,stairways_and_similar_features,required,,,"for a laneway house, including stairways, fire escapes, elevator shafts and other features that the Director of Planning considers similar, measured by their gross cross-sectional areas and included in the measurements for each floor at which they are located",pipeline5_text_candidate_requires_review; rule_object_not_supported,9,vancouver_generic_graph_pack_009__page_0009__local_004,"(b) stairways, fire escapes, elevator shafts and other features that the Director of Planning considers similar, measured by their gross cross-sectional areas and included in the measurements for each floor at which they are located; and","stairways_and_similar_features: floor area for laneway house floor area inclusion stairways etc is required when for a laneway house, including stairways, fire escapes, elevator shafts and other features that the Director of Planning considers similar, measured by their gross cross-sectional areas and included in the measurements for each floor at which they are located."
vancouver_rs_030,review_needed,retry_with_better_evidence,general_review,medium,plausible,0.755,floor_area,laneway_house_parking_space_open_sides,open_sides,>=,2,,for each parking space used for off-street parking floor area exclusion in a laneway house,pipeline5_text_candidate_requires_review; rule_family_direction_mismatch,9,vancouver_generic_graph_pack_009__page_0009__local_007,"(a) floors or portions thereof that are used for off-street parking, provided that each parking space is open on at least 2 sides and does not exceed 7.3 m in length;",open_sides: floor area for laneway house parking space open sides must be at least 2 when for each parking space used for off-street parking floor area exclusion in a laneway house.
vancouver_rs_033,review_needed,retry_with_better_evidence,text_candidate_needs_consensus,medium,plausible,0.756,floor_area,laneway_house_guard_rail_height_limit,height,<=,,,"for guard rails protecting entries, porches, and verandahs excluded from laneway house floor area, which must not exceed the required minimum height",pipeline5_text_candidate_requires_review,9,vancouver_generic_graph_pack_009__page_0009__local_010,"(i) they are open or protected by guard rails that do not exceed the required minimum height,","height: floor area for laneway house guard rail height limit must be no more than  when for guard rails protecting entries, porches, and verandahs excluded from laneway house floor area, which must not exceed the required minimum height."
vancouver_rs_035,review_needed,human_legal_review,unresolved_exception,high,weak,0.543,height,laneway_house_excluded_entry_porch_verandah_ceiling_height,ceiling_height,<=,3.1,m,"of the total area being excluded (entries, porches, verandahs) for a laneway house, measured from the entry, porch or verandah floor, excluding roof structure",pipeline5_text_candidate_requires_review; applies_to_not_supported; unresolved_exception_cue,9,vancouver_generic_graph_pack_009__page_0009__local_012,"(iii) the ceiling height, excluding roof structure, of the total area being excluded does not exceed 3.1 m measured from the entry, porch or verandah floor;","ceiling_height: height for laneway house excluded entry porch verandah ceiling height must be no more than 3.1 m when of the total area being excluded (entries, porches, verandahs) for a laneway house, measured from the entry, porch or verandah floor, excluding roof structure."
vancouver_rs_036,review_needed,retry_with_better_evidence,missing_condition_evidence,low,weak,0.383,floor_area,laneway_house_roof_joist_pitch,joist_pitch,required,,,"roof joists must have a minimum 7:12 pitch and the related ceiling maintains the same pitch as the roof joists, for floor area exclusion under sloping roof/ceiling in a laneway house",pipeline5_text_candidate_requires_review; text_condition_not_supported; rule_object_not_supported,9,vancouver_generic_graph_pack_009__page_0009__local_013,"(d) areas of floors existing, proposed or as may be extended over open-to-below space located directly below sloping roof rafters or a sloping ceiling where the ceiling is directly attached to the underside of sloping roof rafters, and where the roof joists have a minimum 7:12 pitch and the related ceiling maintains the same pitch as the roof joists, if:","joist_pitch: floor area for laneway house roof joist pitch is required when roof joists must have a minimum 7:12 pitch and the related ceiling maintains the same pitch as the roof joists, for floor area exclusion under sloping roof/ceiling in a laneway house."
vancouver_rs_040,review_needed,retry_with_better_evidence,operator_uncertain,low,weak,0.548,floor_area,laneway_house_undeveloped_floor_exclusion_hatch,undeveloped_floors,required,,,"for a laneway house, areas of undeveloped floors located above the highest storey or partial storey and to which there is no permanent means of access other than a hatch",pipeline5_text_candidate_requires_review; operator_not_supported,9,vancouver_generic_graph_pack_009__page_0009__local_017,"(i) above the highest storey or partial storey and to which there is no permanent means of access other than a hatch, or","undeveloped_floors: floor area for laneway house undeveloped floor exclusion hatch is required when for a laneway house, areas of undeveloped floors located above the highest storey or partial storey and to which there is no permanent means of access other than a hatch."
vancouver_rs_041,review_needed,retry_with_better_evidence,operator_uncertain,low,plausible,0.598,height,laneway_house_undeveloped_floor_exclusion_ceiling_height,adjacent_storey_ceiling_height,<=,1.2,m,ceiling height of a storey or partial storey adjacent to undeveloped floors to be excluded from laneway house floor area,pipeline5_text_candidate_requires_review; operator_not_supported,9,vancouver_generic_graph_pack_009__page_0009__local_018,(ii) adjacent to a storey or partial storey with a ceiling height of less than 1.2 m; and,adjacent_storey_ceiling_height: height for laneway house undeveloped floor exclusion ceiling height must be no more than 1.2 m when ceiling height of a storey or partial storey adjacent to undeveloped floors to be excluded from laneway house floor area.
vancouver_rs_042,review_needed,retry_with_better_evidence,operator_uncertain,low,plausible,0.591,height,laneway_house_below_grade_floor_exclusion_ceiling_height,below_grade_floor_ceiling_height,<=,1.2,m,ceiling height of floors located at or below finished grade to be excluded from laneway house floor area,pipeline5_text_candidate_requires_review; operator_not_supported,9,vancouver_generic_graph_pack_009__page_0009__local_019,(f) floors located at or below finished grade with a ceiling height of less than 1.2 m.,below_grade_floor_ceiling_height: height for laneway house below grade floor exclusion ceiling height must be no more than 1.2 m when ceiling height of floors located at or below finished grade to be excluded from laneway house floor area.
