original_rule_id,retry_decision,promotion_ready,rule_object,constraint_scope,applies_to,operator,value,unit,condition,original_evidence_id,retry_evidence_id,retry_evidence_page,retry_support_gaps,promotion_risk_flags,promotion_recommendation,retry_evidence_quote,rule_sentence
burnaby_r1_016,rejected,False,height,height,pedestrian walkway,>=,2.5,m,Contiguous rowhouse lots,m4_pack_0018_ev_003,m4_pack_0018_ev_002,4,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"is at least 1.5 m wide tiple principal buildings and site access from both frontages, at least one dwelling unit per street frontage. 101.5.2 Rowhouse Dwellings (1) Contiguous rowhouse lots must provide an illuminated and publicly accessible pedestrian walk...",pedestrian walkway: height for height must be at least 2.5 m when Contiguous rowhouse lots.
burnaby_r1_018,rejected,False,height,height,accessory structure,<=,4.6,m,"not being a building, excluding a fence or a retaining wall, located outside of a required yard",m4_pack_0021_ev_001,m4_pack_0008_ev_001,5,text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; rule_object_not_supported,original_rule_had_legal_conflict_or_exception,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"1 to 3 small-scale multi-unit dwelling units on a lot (2) An accessory structure not being a building, excluding a fence or a retaining wall, located outside of a required yard, shall not exceed 4.6 m in height. 101.5.6 Child Care Facilities (1) A child car...","accessory structure: height for height must be no more than 4.6 m when not being a building, excluding a fence or a retaining wall, located outside of a required yard."
burnaby_r1_020,review_needed,False,building_separation,building_separation,"balconies, covered decks, uncovered decks, canopies, sunshades, or other similar features",>,1.0,m,above grade,m4_pack_0025_ev_002,m4_pack_0025_ev_001,5,text_candidate_requires_review; operator_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"terraces, decks, or other similar surfaces that are 1.0 m or less above grade ly with all other applicable regulations under this Bylaw. (B/L No. 14694-24-11-04) 101.6 General Regulations 101.6.1 Projections (1) The following features may project into the r...","balconies, covered decks, uncovered decks, canopies, sunshades, or other similar features: building separation for building separation must be more than 1.0 m when above grade."
burnaby_r1_021,rejected,False,building_separation,building_separation,"belt courses, cornices, gutters, sills, chimneys, bay windows, or other similar features",<=,0.9,m,,m4_pack_0025_ev_003,m4_pack_0044_ev_001,5,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"projections into required lane yards are limited to a maximum of 0.8 m gutters, sills, chimneys, bay windows, or other similar features up to the lesser of 0.9 m or 25% of the width of a required separation; (f) sunken access areas and window wells as per S...","belt courses, cornices, gutters, sills, chimneys, bay windows, or other similar features: building separation for building separation must be no more than 0.9 m."
burnaby_r1_022,rejected,False,building_separation,building_separation,eaves,<=,1.2,m,,m4_pack_0025_ev_004,m4_pack_0044_ev_001,5,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"projections into required lane yards are limited to a maximum of 0.8 m gutters, sills, chimneys, bay windows, or other similar features up to the lesser of 0.9 m or 25% of the width of a required separation; (f) sunken access areas and window wells as per S...",eaves: building separation for building separation must be no more than 1.2 m.
burnaby_r1_024,rejected,False,height,height,fire_access_corridor,>=,2.5,m,,m4_pack_0034_ev_002,m4_pack_0034_ev_001,6,text_candidate_requires_review; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,All dwelling units shall have a minimum 1.0 m paved or gravel fire access corridor 101.6.3 Access and Fire Safety (1) Dwelling units located more than 45 m from a lot line abutting a street shall contain an automatic sprinkler system. (2) All dwelling units...,fire_access_corridor: height for height must be at least 2.5 m.
burnaby_r1_026,rejected,False,setback,setback,projections into required lane yards,<=,0.8,m,R1 District,m4_pack_0044_ev_001,m4_pack_0025_ev_003,5,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"belt courses, cornices, gutters, sills, chimneys, bay windows, or other similar features up to the lesser of 0.9 m ot: (a) steps and stairs; (b) ornamental features, such as arbors, trellises, fish ponds, flag poles, or similar landscape features; (c) terra...",projections into required lane yards: setback for setback must be no more than 0.8 m when R1 District.
burnaby_r1_027,rejected,False,dwelling_units,dwelling_units,residential dwellings,<=,6,units,,m4_pack_0057_ev_001,m4_pack_0045_v3_clause_ev_002,1,text_candidate_requires_review; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"101.2 Permitted Uses Principal Use Use-Specific Regulations Small-Scale Multi-Unit Housing - Rowhouse Dwellings 101.5.2 Boarding, Lodging, or Rooming House 101.5.3 Group Home - Supportive Housing (Category A) 101.5.4 Child Care Facilities 101.5.6 Accessory...",residential dwellings: dwelling units for dwelling units must be no more than 6 units.
burnaby_r1_111,review_needed,False,permitted_use,district,Small-Scale Multi-Unit Housing,allowed,,,,m4_pack_0045_v3_clause_ev_002,m4_pack_0045_v3_clause_ev_003,1,text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"101.2 Permitted Uses Principal Use Use-Specific Regulations Small-Scale Multi-Unit Housing - Rowhouse Dwellings 101.5.2 Boarding, Lodging, or Rooming House 101.5.3 Group Home - Supportive Housing (Category A) 101.5.4 Child Care Facilities 101.5.6 Accessory...",Small-Scale Multi-Unit Housing: permitted use for district is permitted.
burnaby_r1_112,review_needed,False,permitted_use,use,Principal Use,allowed,,,Group Home,m4_pack_0045_v3_clause_ev_003,m4_pack_0045_v3_clause_ev_002,1,text_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"101.2 Permitted Uses Principal Use Use-Specific Regulations Small-Scale Multi-Unit Housing - Rowhouse Dwellings 101.5.2 Boarding, Lodging, or Rooming House 101.5.3 Group Home - Supportive Housing (Category A) 101.5.4 Child Care Facilities 101.5.6 Accessory...",Principal Use: permitted use for use is permitted when Group Home.
burnaby_r1_015,rejected,False,setback,setback,pedestrian walkway,>=,1.5,m,Contiguous rowhouse lots,m4_pack_0018_ev_002,burnaby_r1_matrix_p2_t0_b0_017,2,value_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported; table_operator_refuted; table_rule_object_not_supported; table_applies_to_not_supported; table_column_not_target_scope; table_cell_candidate_requires_review; table_evidence_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,Maximum Height Height Rowhouse 1 to 3 Units sloping roof: 10 m | flat roof: 9.5 m Maximum Height | Front Principal Buildings | Height | Rowhouse 1 to 3 Units | sloping roof: 10 m | flat roof: 9.5 m 101.4 Development Regulations Dwelling Type Rowhouse Small-...,pedestrian walkway: setback for setback must be at least 1.5 m when Contiguous rowhouse lots.
burnaby_r1_017,rejected,False,setback,setback,garage or carport,>=,1.2,m,below grade,m4_pack_0019_ev_001,burnaby_r1_matrix_p2_t0_b0_049,2,value_not_found_in_evidence; table_condition_not_supported; table_column_not_target_scope; table_cell_candidate_requires_review; table_evidence_candidate_requires_review,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,Minimum Lot Line Setbacks for All Buildings .2 .3 Street Yard Rowhouse 1 to 3 Units 3.0 m Minimum Lot Line Setbacks for All Buildings .2 .3 | Street Yard | Rowhouse 1 to 3 Units | 3.0 m 2 Maximum Lot Area .1 280 m2 - - - Maximum Lot Coverage Lots < 567 m2:...,garage or carport: setback for setback must be at least 1.2 m when below grade.
burnaby_r1_014,rejected,False,fire_access_corridor,fire_access_corridor,pedestrian walkway,<=,100,m,Contiguous rowhouse lots,m4_pack_0018_ev_001,m4_pack_0018_ev_002,4,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; operator_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"is at least 1.5 m wide tiple principal buildings and site access from both frontages, at least one dwelling unit per street frontage. 101.5.2 Rowhouse Dwellings (1) Contiguous rowhouse lots must provide an illuminated and publicly accessible pedestrian walk...",pedestrian walkway: fire access corridor for fire access corridor must be no more than 100 m when Contiguous rowhouse lots.
