original_rule_id,retry_decision,promotion_ready,rule_object,constraint_scope,applies_to,operator,value,unit,condition,original_evidence_id,retry_evidence_id,retry_evidence_page,retry_support_gaps,promotion_risk_flags,promotion_recommendation,retry_evidence_quote,rule_sentence
vancouver_rs_050,review_needed,False,setback,setback,side yards,>=,6.0,m,,v3_repair_pack_0015_ev_001,m4_pack_0050_ev_001,11,upstream_extraction_requested_review; extraction_source_fidelity_hold; text_candidate_requires_review; constraint_scope_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"side yards must have a minimum width of 6.0 m building, before granting a development permit the Director of Planning must be satisfied that the building is suitable for the conversion, having regard to the size of the site and building, open space on the s...",side yards: setback for setback must be at least 6.0 m.
vancouver_rs_051,review_needed,False,setback,setback,interior side yards,>=,4.5,m,,v3_repair_pack_0016_ev_001,m4_pack_0051_ev_001,11,upstream_extraction_requested_review; extraction_source_fidelity_hold; text_candidate_requires_review; constraint_scope_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,interior side yards must have a minimum width of 4.5 m the height of the building exceeds 11.5 m. 11.4.4 Church 11.4.4.1 The site must have a minimum frontage of 20.1 m. 11.4.4.2 The Director of Planning may increase the building height permitted by the app...,interior side yards: setback for setback must be at least 4.5 m.
vancouver_rs_052,rejected,False,setback,setback,interior side yards,>=,0.3,m,for every 0.6 m by which the height of the building exceeds 10.7 m,v3_repair_pack_0016_ev_002,m4_pack_0051_ev_001,11,upstream_extraction_requested_review; extraction_source_fidelity_hold; text_candidate_requires_review; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,interior side yards must have a minimum width of 4.5 m the height of the building exceeds 11.5 m. 11.4.4 Church 11.4.4.1 The site must have a minimum frontage of 20.1 m. 11.4.4.2 The Director of Planning may increase the building height permitted by the app...,interior side yards: setback for setback must be at least 0.3 m when for every 0.6 m by which the height of the building exceeds 10.7 m.
vancouver_rs_053,rejected,False,height,height,building,>,10.7,m,,v3_repair_pack_0016_ev_003,m4_pack_0051_ev_001,11,upstream_extraction_requested_review; extraction_source_fidelity_hold; text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,interior side yards must have a minimum width of 4.5 m the height of the building exceeds 11.5 m. 11.4.4 Church 11.4.4.1 The site must have a minimum frontage of 20.1 m. 11.4.4.2 The Director of Planning may increase the building height permitted by the app...,building: height for height must be more than 10.7 m.
vancouver_rs_005,rejected,False,floor_area,floor_area,bedroom in a laneway house,>=,8.4,m2,laneway house with separate bedrooms,m4_pack_0002_ev_002,m4_pack_0004_ev_001,8,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; unit_not_found_in_evidence,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The floor area for a laneway house must not exceed the lesser of: (a) 0.25 multiplied by the site area ivision into individual freehold rowhouse parcels. 11.3.7.2 For the purpose of fee simple subdivision, the minimum site width and frontage for each freeho...",bedroom in a laneway house: floor area for floor area must be at least 8.4 m2 when laneway house with separate bedrooms.
vancouver_rs_034,review_needed,False,setback,setback,parking space length,,7.3,m,laneway house,v3_repair_pack_0002_ev_001,m4_pack_0001_ev_001,9,upstream_extraction_requested_review; text_candidate_requires_review; constraint_scope_not_supported; operator_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"each parking space is open on at least 2 sides and does not exceed 7.3 m in length -sectional areas and included in the measurements for each floor at which they are located; and (c) where the distance from a floor to the floor above or, where there is no f...",parking space length: setback for setback has value 7.3 m when laneway house.
vancouver_rs_014,rejected,False,setback,setback,laneway house,>=,0.9,m,from the ultimate rear property line,m4_pack_0007_ev_002,m4_pack_0002_ev_001,8,text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"1 main habitable room that is not a bedroom, with a minimum size of 16.7 m2 must be at least: (a) 4.9 m, measured across the width of the site, from the single detached house or single detached house with secondary suite on the site; (b) 0.9 m from the ulti...",laneway house: setback for setback must be at least 0.9 m when from the ultimate rear property line.
vancouver_rs_015,rejected,False,setback,setback,laneway house,>=,1.2,m,from each side property line,m4_pack_0007_ev_003,m4_pack_0002_ev_001,8,text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"1 main habitable room that is not a bedroom, with a minimum size of 16.7 m2 must be at least: (a) 4.9 m, measured across the width of the site, from the single detached house or single detached house with secondary suite on the site; (b) 0.9 m from the ulti...",laneway house: setback for setback must be at least 1.2 m when from each side property line.
vancouver_rs_040,rejected,False,setback,setback,laneway house,>=,0.9,m,from the ultimate rear property line,v3_repair_pack_0004_ev_002,m4_pack_0002_ev_001,8,text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"1 main habitable room that is not a bedroom, with a minimum size of 16.7 m2 must be at least: (a) 4.9 m, measured across the width of the site, from the single detached house or single detached house with secondary suite on the site; (b) 0.9 m from the ulti...",laneway house: setback for setback must be at least 0.9 m when from the ultimate rear property line.
vancouver_rs_041,rejected,False,setback,setback,laneway house,>=,1.2,m,from each side property line,v3_repair_pack_0004_ev_003,m4_pack_0002_ev_001,8,text_candidate_requires_review; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported; operator_not_supported; rule_object_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"1 main habitable room that is not a bedroom, with a minimum size of 16.7 m2 must be at least: (a) 4.9 m, measured across the width of the site, from the single detached house or single detached house with secondary suite on the site; (b) 0.9 m from the ulti...",laneway house: setback for setback must be at least 1.2 m when from each side property line.
vancouver_rs_033,rejected,False,floor_area,floor_area,bedroom,>=,8.4,m2,laneway house with separate bedrooms,v3_repair_pack_0001_ev_002,m4_pack_0004_ev_001,8,text_candidate_requires_review; rule_family_direction_mismatch; value_not_found_in_evidence; unit_not_found_in_evidence; applies_to_not_supported,,Keep in review; inspect rerun gaps and cited evidence before changing verifier behavior.,"The floor area for a laneway house must not exceed the lesser of: (a) 0.25 multiplied by the site area ivision into individual freehold rowhouse parcels. 11.3.7.2 For the purpose of fee simple subdivision, the minimum site width and frontage for each freeho...",bedroom: floor area for floor area must be at least 8.4 m2 when laneway house with separate bedrooms.
